"admin_added","agree","auto_eligibility","auto_eligibility_last_run","choice_rank","created_at","eligibility_override","id","last_saved","lottery_entries","lottery_group","lottery_number","lottery_subgroup","lottery_sublottery","lottery_weight","payment_amount","payment_trans_id","priority_super_priority_99","priority_neighborhood_and_sibling_attending","priority_neighborhood_and_sibling_attending_override","priority_neighborhood","priority_neighborhood_override","priority_sibling_attending","priority_sibling_attending_override","priority_sibling_applying","priority_sibling_applying_override","priority_preferred_town_zip_code","priority_rank_1","priority_rank_1_override","priority_rank_2","priority_rank_2_override","priority_rank_3","priority_rank_3_override","priority_rank_4","priority_rank_4_override","priority_rank_5","priority_rank_5_override","priority_rank_6","priority_rank_6_override","program_id","siblings_applying","siblings_current","sis_error","sis_export_timestamp","sis_export_status","status","status_timestamp","student_id","sub_rank","submitted","submitted_timestamp","updated_at","withdrawn","withdrawn_reason","id","grade"
0,0,0,,2,"2024-02-06 18:39:21",0,421977,,1,517,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13293,0,0,,,,1,"2024-03-24 09:33:53",3655346,,1,"2024-02-06 18:40:45","2024-03-25 13:29:07",0,,3655346,10
0,0,0,,3,"2024-02-06 18:39:21",0,421978,,1,514,,0,13,1,0.00,,,0,,1,,,,0,,0,0,,0,,1,,0,,0,,0,,13298,0,0,,,,1,"2024-03-24 09:33:54",3655346,,1,"2024-02-06 18:40:45","2024-03-26 10:31:15",0,,3655346,10
0,0,0,,1,"2024-02-06 18:39:21",0,421979,,1,517,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,20947,0,0,,,,1,"2024-03-24 09:33:54",3655346,,1,"2024-02-06 18:40:45","2024-03-25 13:29:00",0,,3655346,10
0,0,0,,4,"2024-02-29 10:16:21",0,467445,,1,517,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13238,0,0,,,,1,"2024-03-24 10:10:12",3655388,,1,"2024-02-29 10:19:58","2024-03-25 13:24:21",0,,3655388,6
0,0,0,,1,"2024-02-29 10:16:29",0,467450,,1,509,,0,32,1,0.00,,,0,,0,,0,,0,,0,1,,0,,0,,0,,0,,0,,13296,0,0,,,,1,"2024-03-24 10:10:13",3655388,,1,"2024-02-29 10:19:58","2024-03-25 13:34:16",0,,3655388,6
0,0,0,,3,"2024-02-29 10:16:29",0,467449,,1,517,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13290,0,0,,,,1,"2024-03-24 10:10:13",3655388,,1,"2024-02-29 10:19:58","2024-03-25 13:29:14",0,,3655388,6
0,0,0,,6,"2024-02-29 10:16:22",0,467448,,1,510,,0,37,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,1,,13285,0,0,,,,1,"2024-03-24 10:10:13",3655388,,1,"2024-02-29 10:19:58","2024-03-25 13:34:55",0,,3655388,6
0,0,0,,5,"2024-02-29 10:16:21",0,467447,,1,509,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13279,0,0,,,,1,"2024-03-24 10:10:13",3655388,,1,"2024-02-29 10:19:58","2024-03-25 13:34:20",0,,3655388,6
0,0,0,,2,"2024-02-29 10:16:21",0,467446,,1,509,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13273,0,0,,,,1,"2024-03-24 10:10:13",3655388,,1,"2024-02-29 10:19:58","2024-03-25 13:34:21",0,,3655388,6
0,0,0,,1,"2024-02-27 16:13:08",0,464265,,1,517,,0,4,1,0.00,,,0,,0,,1,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 10:06:26",3655439,,1,"2024-02-27 16:16:51","2024-03-25 13:32:46",0,,3655439,9
0,0,0,,1,"2024-02-09 12:29:45",0,429671,,1,509,,0,1,1,0.00,,1,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13277,0,0,,,,1,"2024-03-24 09:40:08",3655457,,1,"2024-02-09 12:30:52","2024-03-26 14:18:43",0,,3655457,5
0,0,0,,1,"2024-02-13 17:01:52",0,436817,,1,517,,0,4,1,0.00,,,0,,0,,1,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 09:44:24",3655464,,1,"2024-02-13 17:05:41","2024-03-25 13:32:39",0,,3655464,6
0,0,0,,1,"2024-01-30 18:59:53",0,400707,,1,518,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13200,0,0,,,,1,"2024-03-24 09:03:05",3655470,,1,"2024-01-30 19:01:04","2024-03-25 11:55:30",0,,3655470,9
0,0,0,,2,"2024-01-30 19:00:25",0,400708,,1,518,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13293,0,0,,,,1,"2024-03-24 09:03:05",3655470,,1,"2024-01-30 19:01:04","2024-03-25 13:28:58",0,,3655470,9
0,0,0,,3,"2024-02-28 21:45:16",0,466854,,1,518,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,20947,0,0,,,,1,"2024-03-24 10:09:14",3655470,,1,"2024-02-28 21:45:15","2024-03-25 13:29:06",0,,3655470,9
0,0,0,,1,"2024-01-30 14:40:26",0,399139,,1,509,,0,3,1,0.00,,,0,,1,,,,0,,0,1,,0,,0,,0,,0,,0,,13292,0,0,,,,1,"2024-03-24 08:57:35",3655504,,1,"2024-01-30 14:42:20","2024-03-25 13:34:15",0,,3655504,6
0,0,0,,1,"2024-03-01 12:04:38",0,471002,,1,517,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 10:14:48",3655540,,1,"2024-03-01 12:06:13","2024-03-25 13:32:51",0,,3655540,6
0,0,0,,4,"2024-02-28 22:37:03",0,466964,,1,517,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13239,0,0,,,,1,"2024-03-24 10:09:26",3655586,,1,"2024-02-28 23:22:46","2024-03-25 13:29:05",0,,3655586,6
0,0,0,,3,"2024-02-28 22:37:04",0,466967,,1,509,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13292,0,0,,,,1,"2024-03-24 10:09:26",3655586,,1,"2024-02-28 23:22:46","2024-03-25 13:34:20",0,,3655586,6
0,0,0,,2,"2024-02-28 22:37:04",0,466966,,1,509,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13281,0,0,,,,1,"2024-03-24 10:09:26",3655586,,1,"2024-02-28 23:22:46","2024-03-25 13:32:08",0,,3655586,6
0,0,0,,1,"2024-02-28 22:37:04",0,466965,,1,517,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 10:09:26",3655586,,1,"2024-02-28 23:22:46","2024-03-25 13:32:48",0,,3655586,6
0,0,0,,1,"2024-01-31 16:02:17",0,404917,,1,517,,0,2,1,0.00,,,1,,1,,1,,1,,0,1,,0,,0,,0,,0,,0,,13288,0,0,,,,1,"2024-03-24 09:14:27",3655608,,1,"2024-01-31 19:26:37","2024-09-03 14:05:09",0,,3655608,4
0,0,0,,1,"2024-02-22 13:00:55",0,453025,,1,517,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13290,0,0,,,,1,"2024-03-24 09:59:08",3655619,,1,"2024-02-22 13:01:25","2024-03-25 13:29:11",0,,3655619,4
0,0,0,,3,"2024-02-11 15:23:55",0,432480,,1,518,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13238,0,0,,,,1,"2024-03-24 09:42:03",3655638,,1,"2024-02-11 15:31:10","2024-03-26 16:33:51",0,,3655638,4
0,0,0,,1,"2024-02-11 15:23:55",0,432481,,1,518,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13288,0,0,,,,1,"2024-03-24 09:42:03",3655638,,1,"2024-02-11 15:31:10","2024-04-17 12:09:37",0,,3655638,4
0,0,0,,2,"2024-02-11 15:23:55",0,432482,,1,518,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13295,0,0,,,,1,"2024-03-24 09:42:04",3655638,,1,"2024-02-11 15:31:10","2024-03-26 17:00:11",0,,3655638,4
0,0,0,,4,"2024-02-01 10:18:54",0,407183,,1,517,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13283,0,0,,,,1,"2024-03-24 09:17:59",3655675,,1,"2024-02-01 10:19:50","2024-03-25 13:28:57",0,,3655675,10
0,0,0,,2,"2024-02-01 10:18:54",0,407182,,1,517,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13280,0,0,,,,1,"2024-03-24 09:17:58",3655675,,1,"2024-02-01 10:19:50","2024-03-25 13:28:56",0,,3655675,10
0,0,0,,3,"2024-02-01 10:18:54",0,407181,,1,517,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 09:17:58",3655675,,1,"2024-02-01 10:19:50","2024-03-25 13:32:31",0,,3655675,10
0,0,0,,1,"2024-02-01 10:18:54",0,407180,,1,509,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13235,0,0,,,,1,"2024-03-24 09:17:58",3655675,,1,"2024-02-01 10:19:50","2024-03-25 13:21:25",0,,3655675,10
0,0,0,,1,"2024-02-26 10:00:36",0,461089,,1,509,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13274,0,0,,,,1,"2024-03-24 10:03:39",3655683,,1,"2024-02-26 10:02:46","2024-03-25 13:32:07",0,,3655683,6
0,0,0,,6,"2024-02-26 10:00:36",0,461090,,1,509,,0,37,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,0,,1,,13275,0,0,,,,1,"2024-03-24 10:03:39",3655683,,1,"2024-02-26 10:02:46","2024-03-25 13:32:16",0,,3655683,6
0,0,0,,3,"2024-02-26 10:00:35",0,461088,,1,509,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13272,0,0,,,,1,"2024-03-24 10:03:39",3655683,,1,"2024-02-26 10:02:46","2024-03-25 13:34:21",0,,3655683,6
0,0,0,,5,"2024-02-26 10:00:35",0,461087,,1,509,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13221,0,0,,,,1,"2024-03-24 10:03:38",3655683,,1,"2024-02-26 10:02:46","2024-03-25 13:21:42",0,,3655683,6
0,0,0,,2,"2024-02-26 10:00:36",0,461091,,1,517,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 10:03:39",3655683,,1,"2024-02-26 10:02:46","2024-03-25 13:32:45",0,,3655683,6
0,0,0,,4,"2024-02-26 10:00:36",0,461092,,1,517,,0,18,1,0.00,,,0,,1,,,,0,,0,0,,0,,0,,1,,0,,0,,13290,0,0,,,,1,"2024-03-24 10:03:39",3655683,,1,"2024-02-26 10:02:46","2024-03-25 13:29:11",0,,3655683,6
0,0,0,,1,"2024-02-05 12:07:02",0,416269,,1,517,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 09:29:18",3655690,,1,"2024-02-05 12:08:06","2024-03-25 13:32:35",0,,3655690,6
0,0,0,,1,"2024-02-12 11:07:17",0,433386,,1,517,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 09:42:48",3655707,,1,"2024-02-12 12:13:12","2024-03-25 13:32:39",0,,3655707,6
0,0,0,,1,"2024-02-26 09:10:13",0,460962,,1,0,,0,26,1,0.00,,,0,,0,,,,0,,,1,,0,,0,,0,,0,,0,,13276,0,0,,,,-1,,3655777,,0,,"2024-02-26 09:45:16",0,,3655777,6
0,0,0,,2,"2024-02-26 09:10:13",0,460961,,1,0,,0,27,1,0.00,,,0,,0,,,,0,,,0,,1,,0,,0,,0,,0,,13238,0,0,,,,-1,,3655777,,0,,"2024-02-26 09:45:16",0,,3655777,6
0,0,0,,1,"2024-02-05 19:30:44",0,418560,,1,517,,0,4,1,0.00,,,0,,0,,1,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 09:31:06",3655817,,1,"2024-02-05 19:33:29","2024-03-25 13:32:36",0,,3655817,6
0,0,0,,1,"2024-01-30 12:27:04",0,397923,,1,516,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 08:53:31",3655829,,1,"2024-01-30 12:28:11","2024-03-25 13:32:22",0,,3655829,6
0,0,0,,1,"2024-02-02 09:48:49",0,410795,,1,517,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 09:23:46",3655854,,1,"2024-02-02 09:51:31","2024-03-25 13:32:33",0,,3655854,6
0,0,0,,1,"2024-02-29 23:39:38",0,469434,,1,517,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 10:13:46",3655863,,1,"2024-02-29 23:40:50","2024-03-25 13:32:50",0,,3655863,6
0,0,0,,1,"2024-02-28 10:08:21",0,465329,,1,517,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13240,0,0,,,,1,"2024-03-24 10:07:30",3655893,,1,"2024-02-28 10:09:34","2024-03-25 13:28:57",0,,3655893,6
0,0,0,,2,"2024-02-16 07:35:08",0,441386,,1,509,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13273,0,0,,,,1,"2024-03-24 09:47:52",3655897,,1,"2024-02-16 07:37:35","2024-03-25 13:34:19",0,,3655897,5
0,0,0,,4,"2024-02-16 07:35:09",0,441387,,1,509,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13274,0,0,,,,1,"2024-03-24 09:47:53",3655897,,1,"2024-02-16 07:37:35","2024-03-25 13:32:06",0,,3655897,5
0,0,0,,5,"2024-02-16 07:35:09",0,441388,,1,509,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13275,0,0,,,,1,"2024-03-24 09:47:53",3655897,,1,"2024-02-16 07:37:35","2024-03-25 13:32:12",0,,3655897,5
0,0,0,,6,"2024-02-16 07:35:09",0,441391,,1,517,,0,28,1,0.00,,,0,,1,,,,0,,0,0,,0,,0,,0,,0,,1,,13290,0,0,,,,1,"2024-03-24 09:47:54",3655897,,1,"2024-02-16 07:37:35","2024-03-25 13:29:08",0,,3655897,5
0,0,0,,3,"2024-02-16 07:35:09",0,441389,,1,510,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13285,0,0,,,,1,"2024-03-24 09:47:54",3655897,,1,"2024-02-16 07:37:35","2024-03-25 13:34:52",0,,3655897,5
0,0,0,,1,"2024-02-16 07:35:09",0,441390,,1,517,,0,1,1,0.00,,1,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13288,0,0,,,,1,"2024-03-24 09:47:54",3655897,,1,"2024-02-16 07:37:35","2024-03-26 14:21:46",0,,3655897,5
0,0,0,,1,"2024-02-06 22:15:38",0,422619,,1,509,,0,1,1,0.00,,1,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13273,0,0,,,,1,"2024-03-24 09:34:36",3655902,,1,"2024-02-06 22:17:35","2024-03-26 14:08:10",0,,3655902,5
0,0,0,,2,"2024-02-06 22:15:39",0,422620,,1,510,,0,1,1,0.00,,1,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13285,0,0,,,,1,"2024-03-24 09:34:36",3655902,,1,"2024-02-06 22:17:35","2024-03-26 14:08:19",0,,3655902,5
0,0,0,,2,"2024-02-01 19:00:32",0,409767,,1,509,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13269,0,0,,,,1,"2024-03-24 09:22:09",3655916,,1,"2024-02-01 19:02:00","2024-03-25 13:32:02",0,,3655916,9
0,0,0,,1,"2024-02-01 19:00:32",0,409769,,1,517,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13293,0,0,,,,1,"2024-03-24 09:22:10",3655916,,1,"2024-02-01 19:02:00","2024-03-25 13:29:03",0,,3655916,9
0,0,0,,3,"2024-02-01 19:00:32",0,409768,,1,517,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13276,0,0,,,,1,"2024-03-24 09:22:09",3655916,,1,"2024-02-01 19:02:00","2024-03-25 13:32:32",0,,3655916,9
0,0,0,,2,"2024-02-12 18:59:11",0,434681,,1,517,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13239,0,0,,,,1,"2024-03-24 09:43:38",3655936,,1,"2024-02-12 19:01:53","2024-03-25 13:29:01",0,,3655936,6
0,0,0,,5,"2024-02-12 18:59:12",0,434686,,1,517,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13295,0,0,,,,1,"2024-03-24 09:43:40",3655936,,1,"2024-02-12 19:01:53","2024-03-26 13:05:25",0,,3655936,6
0,0,0,,1,"2024-02-12 18:59:11",0,434684,,1,509,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13286,0,0,,,,1,"2024-03-24 09:43:39",3655936,,1,"2024-02-12 19:01:53","2024-03-25 13:34:18",0,,3655936,6
0,0,0,,6,"2024-02-12 18:59:11",0,434685,,1,509,,0,28,1,0.00,,,0,,1,,,,0,,0,0,,0,,0,,0,,0,,1,,13292,0,0,,,,1,"2024-03-24 09:43:39",3655936,,1,"2024-02-12 19:01:53","2024-03-25 13:34:18",0,,3655936,6
0,0,0,,4,"2024-02-12 18:59:11",0,434683,,1,509,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13278,0,0,,,,1,"2024-03-24 09:43:38",3655936,,1,"2024-02-12 19:01:53","2024-03-25 13:34:16",0,,3655936,6
0,0,0,,3,"2024-02-12 18:59:11",0,434682,,1,509,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13272,0,0,,,,1,"2024-03-24 09:43:38",3655936,,1,"2024-02-12 19:01:53","2024-03-25 13:34:20",0,,3655936,6
0,0,0,,0,"2024-02-23 00:00:19",0,454650,,1,0,,0,32,1,0.00,,,0,,0,,,,0,,,0,,0,,0,,0,,0,,0,,13221,0,0,,,,-1,,3655955,,0,,"2024-02-23 00:06:47",1,"Updated application choices [13271, 13285, 13290] missing 13221",3655955,4
0,0,0,,3,"2024-02-23 00:06:47",0,454662,,1,0,,0,28,1,0.00,,,0,,0,,,,0,,,0,,0,,1,,0,,0,,0,,13285,0,0,,,,-1,,3655955,,1,"2024-02-23 00:10:56","2024-02-27 10:10:02",1,"Updated application choices [13271, 13286, 13290] missing 13285",3655955,4
0,0,0,,1,"2024-02-23 00:00:20",0,454652,,1,517,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13290,0,0,,,,1,"2024-03-24 10:00:20",3655955,,1,"2024-02-23 00:10:56","2024-03-26 16:56:07",0,,3655955,4
0,0,0,,5,"2024-02-23 00:00:20",0,454651,,1,517,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13271,0,0,,,,1,"2024-03-24 10:00:19",3655955,,1,"2024-02-23 00:10:56","2024-03-26 16:43:56",0,,3655955,4
0,0,0,,4,"2024-02-27 10:10:01",0,463309,,1,517,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13286,0,0,,,,1,"2024-03-24 10:05:12",3655955,,1,"2024-02-27 10:10:01","2024-09-03 14:03:07",0,,3655955,4
0,0,0,,2,"2024-02-29 23:18:02",0,469380,,1,517,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13285,0,0,,,,1,"2024-03-24 10:13:39",3655955,,1,"2024-02-29 23:18:01","2024-09-03 14:03:07",0,,3655955,4
0,0,0,,3,"2024-02-29 15:34:20",0,468427,,1,517,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13274,0,0,,,,1,"2024-03-24 10:12:02",3655955,,1,"2024-02-29 15:34:19","2024-09-03 14:03:07",0,,3655955,4
0,0,0,,5,"2024-02-06 16:04:02",0,421460,,1,509,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13281,0,0,,,,1,"2024-03-24 09:33:25",3655965,,1,"2024-02-06 16:05:25","2024-03-25 13:32:05",0,,3655965,5
0,0,0,,4,"2024-02-06 16:04:02",0,421459,,1,509,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13274,0,0,,,,1,"2024-03-24 09:33:25",3655965,,1,"2024-02-06 16:05:25","2024-03-25 13:32:05",0,,3655965,5
0,0,0,,2,"2024-02-06 16:04:02",0,421458,,1,509,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13273,0,0,,,,1,"2024-03-24 09:33:24",3655965,,1,"2024-02-06 16:05:25","2024-03-25 13:34:18",0,,3655965,5
0,0,0,,3,"2024-02-06 16:04:02",0,421457,,1,509,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13267,0,0,,,,1,"2024-03-24 09:33:24",3655965,,1,"2024-02-06 16:05:25","2024-03-25 13:34:18",0,,3655965,5
0,0,0,,1,"2024-02-06 16:04:01",0,421456,,1,517,,0,1,1,0.00,,1,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13240,0,0,,,,1,"2024-03-24 09:33:24",3655965,,1,"2024-02-06 16:05:25","2024-03-26 14:21:31",0,,3655965,5
0,0,0,,2,"2024-02-23 00:13:10",0,454669,,1,517,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13290,0,0,,,,1,"2024-03-24 10:00:22",3655985,,1,"2024-02-23 00:18:23","2024-06-11 12:08:31",0,,3655985,6
0,0,0,,4,"2024-02-23 00:13:10",0,454668,,1,509,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13286,0,0,,,,1,"2024-03-24 10:00:21",3655985,,1,"2024-02-23 00:18:23","2024-03-29 14:07:22",0,,3655985,6
0,0,0,,1,"2024-02-07 13:55:02",0,424004,,1,517,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13271,0,0,,,,1,"2024-03-24 09:35:31",3655985,,1,"2024-02-23 00:18:23","2024-03-28 18:05:46",0,,3655985,6
0,0,0,,2,"2024-02-07 13:55:02",0,424003,,1,0,,0,28,1,0.00,,,0,,0,,,,0,,,0,,0,,1,,0,,0,,0,,13239,0,0,,,,-1,,3655985,,0,,"2024-02-23 00:14:08",1,"Updated application choices [13271, 13286, 13290] missing 13239",3655985,6
0,0,0,,5,"2024-02-29 23:20:17",0,469382,,1,510,,0,36,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,0,,1,,0,,13285,0,0,,,,1,"2024-03-24 10:13:40",3655985,,1,"2024-02-29 23:20:16","2024-03-29 14:07:22",0,,3655985,6
0,0,0,,3,"2024-02-29 15:36:30",0,468432,,1,509,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13274,0,0,,,,1,"2024-03-24 10:12:02",3655985,,1,"2024-02-29 15:36:30","2024-03-29 14:07:14",0,,3655985,6
0,0,0,,2,"2024-02-07 13:55:02",0,424005,,1,0,,0,27,1,0.00,,,0,,0,,,,0,,,0,,1,,0,,0,,0,,0,,13279,0,0,,,,-1,,3655985,,0,,"2024-02-23 00:14:08",1,"Updated application choices [13271, 13286, 13290] missing 13279",3655985,6
0,0,0,,1,"2024-02-26 13:58:00",0,461708,,1,517,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13240,0,0,,,,1,"2024-03-24 10:04:07",3656012,,1,"2024-02-26 13:59:09","2024-03-25 13:28:57",0,,3656012,5
0,0,0,,1,"2024-01-30 22:17:00",0,401660,,1,509,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13299,0,0,,,,1,"2024-03-24 09:06:16",3656027,,1,"2024-01-30 22:17:51","2024-05-13 15:31:34",0,,3656027,4
0,0,0,,2,"2024-01-30 20:55:05",0,401273,,1,509,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13275,0,0,,,,1,"2024-03-24 09:04:51",3656034,,1,"2024-01-30 20:56:34","2024-03-25 13:32:03",0,,3656034,5
0,0,0,,1,"2024-01-30 20:55:05",0,401274,,1,517,,0,32,1,0.00,,,0,,0,,,,0,,0,1,,0,,0,,0,,0,,0,,13288,0,0,,,,1,"2024-03-24 09:04:51",3656034,,1,"2024-01-30 20:56:34","2024-03-25 13:28:57",0,,3656034,5
0,0,0,,3,"2024-01-30 20:55:05",0,401275,,1,517,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13290,0,0,,,,1,"2024-03-24 09:04:51",3656034,,1,"2024-01-30 20:56:34","2024-03-25 13:28:58",0,,3656034,5
0,0,0,,3,"2024-01-31 14:15:31",0,404366,,1,517,,0,15,1,0.00,,,0,,0,,,,1,,0,0,,0,,1,,0,,0,,0,,13286,0,0,,,,1,"2024-03-24 09:13:14",3656045,,1,"2024-01-31 14:16:19","2024-09-03 14:26:07",0,,3656045,4
0,0,0,,1,"2024-01-31 14:15:31",0,404365,,1,517,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13285,0,0,,,,1,"2024-03-24 09:13:13",3656045,,1,"2024-01-31 14:16:19","2024-09-03 14:26:06",0,,3656045,4
0,0,0,,2,"2024-01-31 14:15:31",0,404364,,1,517,,0,10,1,0.00,,,0,,0,,,,1,,0,0,,1,,0,,0,,0,,0,,13271,0,0,,,,1,"2024-03-24 09:13:13",3656045,,1,"2024-01-31 14:16:19","2024-03-25 13:29:00",0,,3656045,4
0,0,0,,2,"2024-02-05 18:39:30",0,418389,,1,517,,0,33,1,0.00,,,0,,0,,,,0,,0,0,,1,,0,,0,,0,,0,,13271,0,0,,,,1,"2024-03-24 09:31:00",3656048,,1,"2024-02-05 18:41:45","2024-03-26 16:42:28",0,,3656048,4
0,0,0,,1,"2024-02-05 18:39:30",0,418390,,1,517,,0,5,1,0.00,,,0,,0,,,,1,,0,1,,0,,0,,0,,0,,0,,13288,0,0,,,,1,"2024-03-24 09:31:00",3656048,,1,"2024-02-05 18:41:45","2024-03-25 13:29:01",0,,3656048,4
0,0,0,,4,"2024-02-16 10:25:35",0,441714,,1,509,,0,35,1,0.00,,,0,,0,,,,0,,0,0,,0,,0,,1,,0,,0,,13294,0,0,,,,1,"2024-03-24 09:48:26",3656080,,1,"2024-02-16 10:30:25","2024-03-25 13:34:16",0,,3656080,5
0,0,0,,3,"2024-02-16 10:25:35",0,441713,,1,509,,0,34,1,0.00,,,0,,0,,,,0,,0,0,,0,,1,,0,,0,,0,,13236,0,0,,,,1,"2024-03-24 09:48:26",3656080,,1,"2024-02-16 10:30:25","2024-03-26 16:30:42",0,,3656080,5
