applicant_id,grade_id,program_id,ranking,quota_id,priority_profile_ori,priority_profile_edi
3647149,12,173,2,11,5,1
3647149,12,17,3,3,4,1
3647152,12,1,1,3,6,1
3647152,12,370,2,3,5,1
3647152,12,78,3,11,4,1
3647157,12,289,1,3,6,1
3647157,12,357,2,3,5,1
3647157,12,173,3,11,4,1
3647179,12,276,1,11,5,1
3647179,12,357,2,3,5,1
3647179,12,370,3,3,4,1
3647179,12,173,4,11,3,1
3647179,12,262,5,3,1,1
3647181,14,428,1,3,34,4
3647181,14,359,2,3,5,1
3647188,12,289,1,3,6,1
3647188,12,357,2,3,5,1
3647188,12,78,3,11,4,1
3647188,12,262,4,3,3,1
3647188,12,370,5,3,2,1
3647242,12,370,1,3,6,1
3647242,12,262,2,3,5,1
3647242,12,13,3,3,4,1
3647259,12,229,1,3,6,1
3647259,12,357,2,3,5,1
3647266,12,21,1,3,6,1
3647266,12,78,2,11,5,1
3647270,12,229,1,3,6,1
3647270,12,357,2,3,5,1
3647270,12,370,3,3,4,1
3647270,12,276,4,11,3,1
3647270,12,29,5,3,2,1
3647272,12,78,1,11,6,1
3647272,12,276,2,11,5,1
3647272,12,5,3,3,4,1
3647272,12,370,4,3,3,1
3647274,12,357,1,3,6,1
3647274,12,289,2,3,5,1
3647279,12,229,1,3,6,1
3647279,12,370,2,3,5,1
3647279,12,276,3,11,4,1
3647279,12,78,4,11,3,1
3647297,12,412,1,6,35,5
3647300,12,5,1,2,6,1
3647300,12,426,2,2,5,1
3647300,12,370,3,2,4,1
3647315,12,21,1,3,6,1
3647315,12,289,2,3,5,1
3647315,12,357,3,3,4,1
3647315,12,370,4,3,3,1
3647320,12,5,1,3,6,1
3647320,12,426,2,3,5,1
3647320,12,357,3,3,4,1
3647321,12,262,1,3,6,1
3647321,12,289,2,3,5,1
3647321,12,370,3,3,4,1
3647323,12,21,1,3,6,1
3647323,12,370,2,3,5,1
3647323,12,262,3,3,4,1
3647323,12,412,4,3,3,1
3647324,12,357,1,3,6,1
3647335,12,426,1,3,34,4
3647335,12,370,2,3,5,1
3647335,12,78,3,11,4,1
3647336,12,370,1,11,6,1
3647336,12,173,2,11,5,1
3647336,12,262,3,11,4,1
3647336,12,357,4,11,3,1
3647336,12,229,5,11,2,1
3647336,12,78,6,11,1,1
3647372,12,289,1,3,6,1
3647372,12,412,2,5,5,1
3647372,12,370,3,3,4,1
3647374,12,426,1,3,6,1
3647374,12,293,2,6,30,5
3647374,12,21,3,3,4,1
3647377,12,17,1,3,6,1
3647378,12,412,1,5,6,1
3647378,12,25,2,3,5,1
3647378,12,370,3,3,4,1
3647388,13,2,1,3,6,1
3647388,13,230,2,3,5,1
3647388,13,277,3,11,4,1
3647388,13,174,4,11,3,1
3647388,13,290,5,3,2,1
3647388,13,358,6,3,1,1
3647392,12,17,1,3,6,1
3647392,12,262,2,3,5,1
3647404,12,229,1,3,6,1
3647404,12,289,2,3,5,1
3647404,12,357,3,3,4,1
3647405,12,370,1,3,6,1
3647405,12,357,2,3,5,1
3647405,12,426,3,3,4,1
3647411,12,370,1,3,6,1
3647411,12,426,2,3,5,1
3647411,12,412,3,6,25,5
3647413,11,123,1,3,6,1
3647413,11,307,2,10,5,1
3647415,12,289,1,3,6,1
3647415,12,357,2,3,5,1
3647415,12,229,3,3,4,1
3647425,12,78,1,11,6,1
3647425,12,426,2,3,5,1
3647425,12,370,3,3,4,1
3647425,12,173,4,11,3,1
3647425,12,229,5,3,2,1
3647433,12,21,1,3,6,1
3647433,12,370,2,3,5,1
3647436,12,21,1,3,34,4
3647436,12,426,2,3,5,1
3647436,12,262,3,3,4,1
3647436,12,412,4,6,20,5
3647444,12,426,1,3,6,1
3647446,12,289,1,3,6,1
3647447,12,229,1,1,6,1
3647447,12,357,2,2,5,1
3647450,12,5,1,3,6,1
3647450,12,229,2,3,5,1
3647450,12,276,3,11,4,1
3647450,12,370,4,3,3,1
3647450,12,78,5,11,2,1
3647467,12,357,1,3,6,1
3647469,12,229,1,3,6,1
3647469,12,78,2,11,5,1
3647469,12,357,3,3,4,1
3647470,12,293,1,6,35,5
3647470,12,262,2,3,5,1
3647470,12,1,3,3,4,1
3647473,12,289,1,3,6,1
3647473,12,357,2,3,5,1
3647473,12,412,3,6,26,6
3647475,12,293,1,6,35,5
3647475,12,78,2,11,5,1
3647475,12,412,3,5,4,1
3647480,12,25,1,3,6,1
3647480,12,173,2,11,5,1
3647480,12,357,3,3,4,1
3647480,12,426,4,3,3,1
3647481,12,229,1,3,6,1
3647481,12,5,2,3,5,1
3647481,12,357,3,3,4,1
3647496,12,357,1,3,6,1
3647496,12,370,2,3,5,1
3647496,12,262,3,3,4,1
3647496,12,426,4,3,3,1
3647501,12,370,1,3,6,1
3647501,12,357,2,3,5,1
3647501,12,262,3,3,4,1
3647515,12,289,1,3,6,1
3647515,12,357,2,3,5,1
3647515,12,229,3,3,4,1
3647515,12,78,4,11,3,1
3647515,12,370,5,3,2,1
3647529,12,21,1,3,6,1
3647529,12,262,2,3,5,1
3647534,12,370,1,3,6,1
3647534,12,229,2,3,5,1
3647534,12,262,3,3,4,1
3647534,12,357,4,3,3,1
3647534,12,78,5,11,2,1
3647534,12,173,6,11,1,1
3647542,12,426,1,3,6,1
3647542,12,262,2,3,5,1
3647542,12,357,3,3,4,1
3647544,12,17,1,3,6,1
3647544,12,289,2,3,5,1
3647544,12,357,3,3,4,1
3647548,12,229,1,3,6,1
3647548,12,289,2,3,5,1
3647548,12,357,3,3,4,1
3647548,12,370,4,3,3,1
3647548,12,78,5,11,2,1
3647548,12,262,6,3,1,1
3647550,12,357,1,3,34,4
3647557,12,229,1,3,6,1
3647557,12,370,2,3,5,1
3647557,12,17,3,3,4,1
3647569,11,228,1,3,34,4
3647571,12,5,1,3,6,1
3647571,12,370,2,3,5,1
3647571,12,289,3,3,4,1
3647571,12,357,4,3,3,1
3647573,12,370,1,2,6,1
3647573,12,357,2,2,5,1
3647583,12,357,1,3,6,1
3647583,12,229,2,3,5,1
3647583,12,412,3,6,25,5
3647583,12,289,4,3,3,1
3647583,12,370,5,3,2,1
3647583,12,78,6,11,1,1
3647588,12,289,1,3,6,1
3647588,12,357,2,3,29,4
3647588,12,370,3,3,4,1
3647589,12,370,1,3,6,1
3647589,12,262,2,3,5,1
3647589,12,17,3,3,4,1
3647589,12,173,4,11,3,1
3647589,12,357,5,3,2,1
3647589,12,426,6,3,1,1
3647615,12,29,1,3,6,1
3647615,12,173,2,11,5,1
3647615,12,289,3,3,4,1
3647615,12,357,4,3,3,1
3647660,12,289,1,3,6,1
3647660,12,357,2,3,5,1
3647672,14,359,1,3,6,1
3647672,14,372,2,3,5,1
3647672,14,231,3,3,4,1
3647672,14,264,4,3,3,1
3647672,14,278,5,11,2,1
3647672,14,428,6,3,1,1
3647687,12,21,1,2,6,1
3647687,12,357,2,2,5,1
3647687,12,229,3,1,4,1
3647687,12,289,4,2,3,1
3647721,12,229,1,3,6,1
3647721,12,276,2,11,5,1
3647721,12,289,3,3,4,1
3647721,12,357,4,3,3,1
3647729,12,370,1,2,6,1
3647729,12,289,2,2,5,1
3647729,12,357,3,2,4,1
3647750,13,413,1,5,6,1
3647753,12,370,1,3,6,1
3647753,12,426,2,3,5,1
3647753,12,78,3,11,4,1
3647766,12,17,1,2,6,1
3647766,12,426,2,2,5,1
3647766,12,370,3,2,4,1
3647766,12,262,4,2,3,1
3647800,12,370,1,3,6,1
3647812,12,17,1,2,6,1
3647812,12,426,2,2,5,1
3647812,12,357,3,2,4,1
3647812,12,229,4,1,3,1
3647812,12,370,5,2,2,1
3647812,12,262,6,2,1,1
3647816,12,289,1,3,6,1
3647816,12,21,2,3,5,1
3647816,12,357,3,3,4,1
3647816,12,262,4,3,3,1
3647816,12,229,5,3,2,1
3647818,12,21,1,3,6,1
3647826,11,214,1,11,33,3
3647826,11,172,2,11,5,1
3647826,11,316,3,11,25,5
3647830,12,276,1,11,6,1
3647830,12,78,2,11,29,4
3647830,12,370,3,3,4,1
3647833,12,173,1,3,6,1
3647833,12,17,2,3,5,1
3647833,12,426,3,3,4,1
3647844,12,262,1,3,6,1
3647844,12,370,2,3,5,1
3647844,12,289,3,3,4,1
3647872,12,5,1,3,6,1
3647872,12,78,2,11,5,1
3647872,12,370,3,3,4,1
3647876,12,229,1,3,6,1
3647876,12,412,2,5,5,1
3647876,12,370,3,3,4,1
3647883,12,370,1,3,6,1
3647883,12,289,2,3,5,1
3647889,12,370,1,3,6,1
3647889,12,262,2,3,5,1
3647889,12,289,3,3,4,1
3647889,12,357,4,3,3,1
3647889,12,173,5,11,2,1
3647890,12,289,1,3,6,1
3647890,12,357,2,3,5,1
3647890,12,229,3,3,4,1
3647890,12,370,4,3,3,1
3647890,12,5,5,3,2,1
3647893,12,370,1,3,34,4
3647893,12,262,2,3,5,1
3647893,12,289,3,3,4,1
3647893,12,78,4,11,3,1
3647893,12,173,5,11,2,1
3647893,12,412,6,6,10,5
3647902,13,294,1,5,4,1
3647925,12,370,1,3,6,1
3647985,12,229,1,1,6,1
3647988,12,229,1,4,33,3
3647988,12,357,2,2,5,1
3648016,12,357,1,2,6,1
3648016,12,370,2,2,5,1
3648016,12,262,3,2,4,1
3648020,12,370,1,2,6,1
3648020,12,5,2,2,5,1
3648029,11,228,1,1,6,1
3648029,11,393,2,2,5,1
3648030,13,230,1,3,33,3
3648061,12,5,1,2,34,4
3648063,11,225,1,11,6,1
3648063,11,275,2,11,5,1
3648063,11,196,3,11,4,1
3648063,11,205,4,11,3,1
3648085,12,426,1,2,6,1
3648085,12,5,2,2,5,1
3648088,12,426,1,3,33,3
3648088,12,370,2,3,5,1
3648090,12,426,1,3,33,3
3648090,12,370,2,3,5,1
3648093,13,22,1,3,6,1
3648093,13,174,2,3,5,1
3648120,12,289,1,3,6,1
3648120,12,370,2,3,5,1
3648142,12,357,1,3,6,1
3648142,12,370,2,3,5,1
3648142,12,229,3,3,4,1
3648142,12,262,4,3,3,1
3648147,14,31,1,2,34,4
3648157,12,229,1,1,6,1
3648157,12,357,2,2,5,1
3648157,12,13,3,2,4,1
3648173,11,356,1,2,6,1
3648173,11,108,2,2,5,1
3648173,11,123,3,2,4,1
3648199,12,21,1,3,6,1
3648199,12,173,2,11,29,4
3648199,12,276,3,11,4,1
3648209,12,370,1,3,6,1
3648209,12,426,2,3,5,1
3648209,12,293,3,5,4,1
3648249,12,289,1,3,6,1
3648249,12,370,2,3,5,1
3648250,13,30,1,11,6,1
3648257,12,370,1,1,6,1
3648257,12,357,2,1,5,1
3648257,12,229,3,1,4,1
3648268,12,412,1,6,35,5
3648268,12,289,2,3,5,1
3648278,12,426,1,2,6,1
3648278,12,229,2,1,5,1
3648278,12,9,3,2,4,1
3648325,12,370,1,3,6,1
3648325,12,25,2,3,5,1
3648328,12,357,1,3,6,1
3648328,12,262,2,3,4,1
3648344,11,228,1,3,33,3
3648344,11,338,2,3,30,5
3648347,13,22,1,3,6,1
3648347,13,427,2,3,5,1
3648347,13,371,3,3,4,1
3648347,13,277,4,11,3,1
3648400,12,412,1,5,6,1
3648400,12,357,2,3,5,1
3648400,12,289,3,3,4,1
3648400,12,370,4,3,3,1
3648406,10,122,1,3,6,1
3648409,12,426,1,3,6,1
3648409,12,262,2,3,5,1
3648409,12,173,3,11,4,1
3648409,12,370,4,3,3,1
3648421,12,412,1,5,6,1
3648421,12,21,2,3,5,1
3648433,12,370,1,3,33,3
3648450,12,229,1,3,6,1
3648450,12,289,2,3,5,1
3648450,12,357,3,3,4,1
3648462,12,357,1,3,6,1
3648474,12,1,1,2,6,1
3648533,12,426,1,3,6,1
3648533,12,78,2,11,5,1
3648533,12,5,3,3,4,1
3648535,12,229,1,3,6,1
3648535,12,370,2,3,5,1
3648535,12,357,3,3,4,1
3648540,12,370,1,2,6,1
3648540,12,21,2,2,5,1
3648540,12,426,3,2,4,1
3648552,12,357,1,3,6,1
3648552,12,370,2,3,5,1
3648552,12,21,3,3,4,1
3648552,12,412,4,6,20,5
3648580,12,173,1,11,33,3
3648580,12,412,2,5,5,1
3648580,12,276,3,11,4,1
3648584,12,21,1,2,6,1
3648587,12,370,1,3,6,1
3648587,12,357,2,3,5,1
3648587,12,229,3,3,4,1
3648591,14,372,1,3,6,1
3648591,14,278,2,11,5,1
3648591,14,175,3,11,4,1
3648591,14,231,4,3,3,1
3648601,12,412,1,5,6,1
3648621,12,289,1,3,6,1
3648621,12,357,2,3,5,1
3648621,12,370,3,3,4,1
3648621,12,262,4,3,3,1
3648639,12,229,1,3,6,1
3648639,12,78,2,11,29,4
3648639,12,293,3,6,25,5
3648641,12,173,1,11,33,3
3648641,12,412,2,5,5,1
3648641,12,276,3,11,4,1
3648645,12,229,1,3,6,1
3648645,12,357,2,3,5,1
3648645,12,370,3,3,4,1
3648645,12,426,4,3,3,1
3648649,12,229,1,3,6,1
3648649,12,5,2,3,28,3
3648649,12,426,3,3,4,1
3648657,12,78,1,11,6,1
3648657,12,426,2,3,5,1
3648708,13,22,1,3,6,1
3648708,13,371,2,3,29,4
3648728,12,357,1,3,6,1
3648728,12,262,2,3,5,1
3648728,12,229,3,3,4,1
3648728,12,370,4,3,3,1
3648750,12,357,2,3,5,1
3648750,12,370,3,3,4,1
3648764,12,289,1,3,6,1
3648819,12,21,1,3,6,1
3648850,12,173,1,11,6,1
3648850,12,289,2,3,5,1
3648850,12,357,3,3,4,1
3648873,12,229,1,3,6,1
3648873,12,426,2,3,5,1
3648873,12,173,3,11,4,1
3648927,12,289,1,3,6,1
3648927,12,173,2,11,5,1
3648927,12,78,3,11,4,1
3648927,12,1,4,3,3,1
3648932,12,412,1,6,35,5
3648932,12,289,2,3,5,1
3648932,12,21,3,3,4,1
3648932,12,78,4,11,3,1
3648944,13,358,1,3,33,3
3648960,12,357,1,3,6,1
3648961,12,229,1,3,6,1
3648961,12,426,2,3,5,1
3648961,12,21,3,3,4,1
3648962,12,289,2,3,5,1
3648962,12,370,3,3,4,1
3648965,12,412,1,5,6,1
3648965,12,17,2,3,5,1
3648965,12,78,3,11,4,1
3648966,10,76,1,11,34,4
3648966,10,227,2,3,5,1
3648966,10,204,3,11,4,1
3648966,10,423,4,11,3,1
3648966,10,122,5,3,2,1
3648969,11,214,1,11,34,4
3648969,11,196,2,11,5,1
3648988,12,173,1,11,6,1
3648988,12,21,2,3,5,1
3648988,12,357,3,3,4,1
3649015,12,370,1,3,34,4
3649015,12,173,2,11,5,1
3649015,12,289,3,3,4,1
3649020,10,326,1,3,6,1
3649020,10,204,2,11,30,5
3649020,10,423,3,11,4,1
3649020,10,337,4,3,3,1
3649020,10,107,5,3,2,1
3649022,12,357,1,3,6,1
3649025,12,262,1,3,34,4
3649025,12,370,2,3,5,1
3649025,12,173,3,11,4,1
3649026,12,262,1,2,6,1
3649026,12,5,2,2,5,1
3649026,12,229,3,1,4,1
3649027,12,370,1,3,6,1
3649027,12,357,2,3,5,1
3649027,12,289,3,3,4,1
3649027,12,412,4,6,20,5
3649039,11,228,1,4,6,1
3649050,12,262,1,3,6,1
3649050,12,426,2,3,5,1
3649050,12,5,3,3,4,1
3649050,12,412,4,6,20,5
3649072,12,412,1,5,6,1
3649073,12,289,1,3,6,1
3649073,12,370,2,3,5,1
3649073,12,78,3,11,4,1
3649073,12,262,4,3,3,1
3649136,12,357,1,3,6,1
3649136,12,289,2,3,5,1
3649136,12,412,3,5,4,1
3649136,12,21,4,3,3,1
3649166,12,229,1,3,6,1
3649166,12,78,2,11,5,1
3649166,12,276,3,11,4,1
3649166,12,25,4,3,3,1
3649167,12,289,1,3,6,1
3649167,12,229,2,3,5,1
3649167,12,370,3,3,4,1
3649174,12,370,1,2,6,1
3649174,12,262,2,2,5,1
3649174,12,229,3,1,4,1
3649174,12,357,4,2,3,1
3649174,12,289,5,2,2,1
3649179,12,357,1,3,6,1
3649179,12,289,2,3,5,1
3649189,12,229,1,3,6,1
3649189,12,370,2,3,5,1
3649189,12,262,3,3,4,1
3649189,12,412,4,6,20,5
3649195,12,357,1,3,6,1
3649195,12,370,2,3,5,1
3649195,12,29,3,3,4,1
3649195,12,289,4,3,3,1
3649196,12,229,1,3,34,4
3649196,12,9,2,3,5,1
3649201,12,21,1,2,33,3
3649201,12,229,2,1,5,1
3649201,12,357,3,2,4,1
3649218,12,21,1,3,6,1
3649218,12,426,2,3,5,1
3649218,12,357,3,3,4,1
3649218,12,173,4,11,3,1
3649219,12,229,1,3,6,1
3649219,12,357,2,3,5,1
3649219,12,289,3,3,4,1
3649226,12,370,1,3,6,1
3649226,12,426,2,3,5,1
3649226,12,357,3,3,4,1
3649226,12,262,4,3,3,1
3649227,10,274,1,11,6,1
3649227,10,195,2,11,5,1
3649227,10,186,3,3,4,1
3649227,10,355,4,3,3,1
3649227,10,204,5,11,2,1
3649227,10,224,6,11,1,1
3649230,12,5,1,3,6,1
3649230,12,357,2,3,5,1
3649235,12,293,1,6,35,5
3649237,12,78,1,11,6,1
3649237,12,289,2,3,5,1
3649237,12,370,3,3,4,1
3649237,12,357,4,3,3,1
3649252,12,17,1,3,6,1
3649252,12,357,2,3,5,1
3649252,12,262,3,3,4,1
3649262,12,370,1,3,6,1
3649262,12,173,2,11,5,1
3649262,12,262,3,3,4,1
3649271,12,289,1,2,6,1
3649294,11,228,1,3,6,1
3649302,12,412,1,6,35,5
3649302,12,229,2,3,5,1
3649302,12,370,3,3,4,1
3649302,12,78,4,11,3,1
3649302,12,357,5,3,2,1
3649305,12,426,1,3,6,1
3649305,12,357,2,3,5,1
3649318,12,289,1,3,6,1
3649318,12,370,2,3,5,1
3649318,12,262,3,3,4,1
3649318,12,78,4,11,3,1
3649318,12,357,5,3,2,1
3649318,12,412,6,5,1,1
3649323,12,21,1,3,6,1
3649323,12,357,2,3,5,1
3649326,12,357,1,3,6,1
3649326,12,289,2,3,5,1
3649332,12,370,1,3,6,1
3649332,12,78,2,11,5,1
3649350,12,229,1,3,6,1
3649350,12,357,2,3,5,1
3649351,12,370,1,2,6,1
3649356,12,370,1,3,6,1
3649356,12,21,2,3,5,1
3649356,12,229,3,3,4,1
3649382,11,228,1,3,6,1
3649382,11,205,2,11,5,1
3649382,11,187,3,3,4,1
3649382,11,356,4,3,3,1
3649394,12,426,1,3,6,1
3649394,12,357,2,3,5,1
3649394,12,5,3,3,4,1
3649414,12,78,1,11,6,1
3649414,12,229,2,3,28,3
3649416,12,29,1,3,6,1
3649416,12,357,2,3,5,1
3649416,12,426,3,3,4,1
3649416,12,229,4,3,3,1
3649416,12,412,5,6,15,5
3649419,11,228,1,3,33,3
3649436,14,414,1,5,6,1
3649436,14,359,2,3,5,1
3649436,14,231,3,3,4,1
3649437,15,429,1,3,6,1
3649437,15,415,2,6,30,5
3649451,12,370,1,3,6,1
3649451,12,25,2,3,5,1
3649451,12,229,3,3,4,1
3649484,12,426,1,3,6,1
3649484,12,357,2,3,5,1
3649484,12,370,3,3,4,1
3649491,11,393,1,3,6,1
3649491,11,123,2,3,5,1
3649491,11,307,3,10,4,1
3649491,11,288,4,11,20,5
3649491,11,402,5,11,2,1
3649491,11,382,6,11,1,1
3649516,12,25,1,3,6,1
3649516,12,78,2,11,5,1
3649516,12,276,3,11,4,1
3649516,12,229,4,3,3,1
3649516,12,357,5,3,2,1
3649516,12,370,6,3,1,1
3649544,12,289,1,2,6,1
3649558,12,17,1,3,6,1
3649558,12,262,2,3,5,1
3649558,12,173,3,11,4,1
3649565,12,289,1,3,23,3
3649570,12,412,1,6,35,5
3649570,12,370,2,3,5,1
3649570,12,173,3,11,4,1
3649570,12,229,4,3,3,1
3649570,12,276,5,11,2,1
3649570,12,357,6,3,1,1
3649588,10,186,1,3,37,7
3649588,10,204,2,11,5,1
3649588,10,107,3,3,4,1
3649588,10,337,4,3,3,1
3649588,10,355,5,3,2,1
3649588,10,410,6,11,1,1
3649600,12,357,1,3,6,1
3649600,12,426,2,3,5,1
3649600,12,370,3,3,4,1
3649670,12,357,1,3,6,1
3649670,12,229,2,3,5,1
3649670,12,289,3,3,4,1
3649687,13,10,1,3,6,1
3649687,13,358,2,3,5,1
3649687,13,290,3,3,4,1
3649687,13,371,4,3,3,1
3649687,13,413,5,5,2,1
3649688,12,426,1,3,6,1
3649688,12,262,2,3,5,1
3649688,12,370,3,3,4,1
3649688,12,357,4,3,3,1
3649694,12,370,1,3,6,1
3649694,12,262,2,3,5,1
3649694,12,357,3,3,4,1
3649695,12,5,1,2,6,1
3649695,12,426,2,2,5,1
3649697,12,370,1,3,6,1
3649716,12,426,1,3,6,1
3649716,12,370,2,3,5,1
3649716,12,29,3,3,4,1
3649716,12,357,4,3,3,1
3649728,12,173,1,11,6,1
3649728,12,370,2,3,5,1
3649728,12,357,3,3,4,1
3649729,12,370,1,3,6,1
3649732,12,78,1,11,6,1
3649732,12,229,2,3,5,1
3649732,12,370,3,3,4,1
3649733,12,289,1,2,6,1
3649733,12,370,2,2,5,1
3649737,12,370,1,3,6,1
3649737,12,262,2,3,5,1
3649737,12,21,4,3,3,1
3649743,12,229,1,3,6,1
3649743,12,357,2,3,5,1
3649752,12,370,1,3,6,1
3649752,12,293,2,6,31,6
3649765,12,5,1,3,6,1
3649765,12,370,2,3,5,1
3649765,12,357,3,3,4,1
3649766,12,370,1,3,6,1
3649766,12,21,2,3,5,1
3649767,12,17,1,3,6,1
3649767,12,370,2,3,5,1
3649767,12,289,3,3,4,1
3649771,12,370,1,1,6,1
3649771,12,357,2,1,5,1
3649771,12,229,3,1,4,1
3649773,12,426,1,3,6,1
3649773,12,412,2,5,5,1
3649773,12,357,3,3,4,1
3649777,12,229,1,3,33,3
3649777,12,412,2,6,30,5
3649781,12,289,1,3,6,1
3649781,12,21,2,3,5,1
3649781,12,357,3,3,4,1
3649785,12,370,1,3,6,1
3649785,12,229,2,3,5,1
3649785,12,412,3,5,4,1
3649790,12,1,1,3,6,1
3649790,12,370,2,3,5,1
3649790,12,293,3,6,25,5
3649793,12,426,1,3,6,1
3649793,12,370,2,3,5,1
3649793,12,357,3,3,4,1
3649793,12,5,4,3,3,1
3649794,12,21,1,3,6,1
3649794,12,370,2,3,5,1
3649794,12,262,3,3,24,4
3649794,12,426,4,3,3,1
3649802,12,5,1,3,6,1
3649804,12,357,1,3,6,1
3649804,12,370,2,3,5,1
3649810,12,370,1,3,6,1
3649810,12,17,2,3,5,1
3649810,12,262,3,3,4,1
3649811,11,123,1,3,33,3
3649814,12,229,1,3,33,3
3649814,12,173,2,11,5,1
3649845,12,262,1,3,6,1
3649845,12,173,2,11,5,1
3649845,12,21,3,3,4,1
3649852,12,357,1,3,6,1
3649865,12,29,1,3,6,1
3649865,12,289,2,3,5,1
3649865,12,357,3,3,4,1
3649883,10,227,1,1,6,1
3649885,10,227,1,3,6,1
3649923,12,229,1,3,6,1
3649923,12,173,2,11,29,4
3649923,12,78,3,11,4,1
3649923,12,289,4,3,3,1
3649923,12,370,5,3,2,1
3649933,12,426,1,3,6,1
3649933,12,357,2,3,5,1
3649933,12,262,3,3,4,1
3649933,12,370,4,3,3,1
3649950,12,21,1,3,6,1
3649950,12,357,2,3,5,1
3649965,12,426,1,3,6,1
3649965,12,357,2,3,29,4
3649965,12,370,3,3,4,1
3649965,12,21,4,3,3,1
3649970,12,357,1,3,6,1
3649970,12,426,2,3,5,1
3649973,12,229,1,4,6,1
3649973,12,289,2,2,5,1
3649973,12,370,3,2,4,1
3649980,12,426,1,3,6,1
3649980,12,21,2,3,5,1
3650002,10,227,1,3,6,1
3650007,12,426,1,3,6,1
3650007,12,357,2,3,5,1
3650009,10,227,1,4,6,1
3650013,12,21,1,3,6,1
3650013,12,357,2,3,5,1
3650030,12,426,1,3,6,1
3650030,12,357,2,3,5,1
3650031,12,357,1,3,6,1
3650031,12,229,2,3,5,1
3650031,12,289,3,3,4,1
3650031,12,370,4,3,3,1
3650037,10,227,1,3,34,4
3650042,12,370,1,3,6,1
3650042,12,412,2,5,5,1
3650042,12,173,3,11,4,1
3650048,10,118,1,2,6,1
3650051,10,122,1,3,6,1
3650054,12,29,1,3,6,1
3650068,12,357,1,3,6,1
3650068,12,370,2,3,5,1
3650087,12,370,1,3,6,1
3650087,12,229,2,3,29,4
3650087,12,173,3,11,4,1
3650088,12,17,1,2,37,7
3650090,12,370,1,3,6,1
3650090,12,289,2,3,5,1
3650090,12,357,3,3,4,1
3650090,12,412,4,6,20,5
3650090,12,229,5,3,2,1
3650094,12,229,1,3,6,1
3650095,12,412,1,6,35,5
3650095,12,289,3,3,4,1
3650096,12,370,1,3,6,1
3650096,12,426,2,3,5,1
3650096,12,229,3,3,4,1
3650106,12,370,1,3,6,1
3650106,12,426,2,3,5,1
3650106,12,262,3,3,4,1
3650107,12,25,1,3,6,1
3650107,12,370,2,3,5,1
3650107,12,262,3,3,4,1
3650107,12,357,4,3,3,1
3650113,12,426,1,3,6,1
3650132,12,357,1,3,6,1
3650132,12,426,2,3,5,1
3650132,12,229,3,3,4,1
3650132,12,173,4,11,3,1
3650140,12,229,1,3,6,1
3650140,12,357,2,3,5,1
3650140,12,289,3,3,24,4
3650140,12,370,4,3,3,1
3650148,12,357,1,3,6,1
3650149,12,262,1,3,6,1
3650150,12,1,1,3,6,1
3650150,12,370,2,3,5,1
3650151,12,412,1,6,36,6
3650162,12,412,1,6,35,5
3650171,10,423,1,11,6,1
3650171,10,204,2,11,28,3
3650171,10,186,3,3,4,1
3650188,12,78,1,11,6,1
3650188,12,13,2,3,5,1
3650188,12,370,3,3,4,1
3650189,12,357,1,3,6,1
3650189,12,262,2,3,5,1
3650189,12,229,3,3,4,1
3650189,12,173,4,11,3,1
3650189,12,289,5,3,2,1
3650189,12,412,6,5,1,1
3650190,10,213,1,11,6,1
3650190,10,162,2,11,28,3
3650190,10,224,3,11,4,1
3650190,10,227,4,3,3,1
3650190,10,76,5,11,2,1
3650190,10,204,6,11,1,1
3650193,10,213,1,11,6,1
3650237,12,17,1,3,6,1
3650237,12,78,2,11,5,1
3650237,12,412,3,6,25,5
3650239,12,229,1,3,6,1
3650239,12,370,2,3,5,1
3650239,12,13,3,3,4,1
3650239,12,78,4,3,3,1
3650241,12,1,1,3,6,1
3650241,12,293,2,6,30,5
3650243,12,370,1,2,6,1
3650245,12,357,1,2,6,1
3650245,12,426,2,2,5,1
3650245,12,370,3,2,4,1
3650250,12,426,1,3,6,1
3650250,12,5,2,3,5,1
3650250,12,173,3,11,4,1
3650252,12,426,1,2,6,1
3650252,12,370,2,2,5,1
3650252,12,229,3,4,4,1
3650256,10,227,1,4,6,1
3650261,12,426,1,3,6,1
3650262,12,289,1,2,6,1
3650262,12,357,2,2,5,1
3650262,12,370,3,2,4,1
3650262,12,29,4,2,3,1
3650264,12,357,1,2,6,1
3650264,12,289,2,2,5,1
3650264,12,370,3,2,4,1
3650275,12,370,1,3,6,1
3650275,12,229,2,3,5,1
3650275,12,262,3,3,4,1
3650277,12,21,1,2,6,1
3650281,12,229,1,1,6,1
3650282,12,289,1,2,6,1
3650282,12,229,2,4,5,1
3650283,12,357,1,2,6,1
3650283,12,289,2,2,5,1
3650283,12,370,3,2,4,1
3650289,12,370,1,3,6,1
3650294,12,370,1,3,6,1
3650297,12,357,1,3,6,1
3650297,12,370,2,3,5,1
3650297,12,289,3,3,4,1
3650302,12,229,1,3,6,1
3650302,12,21,2,3,28,3
3650302,12,173,3,11,4,1
3650305,12,229,1,3,6,1
3650305,12,21,2,3,28,3
3650305,12,173,3,11,4,1
3650311,9,305,1,10,6,1
3650311,9,380,2,11,5,1
3650311,9,286,3,11,25,5
3650333,12,370,1,3,6,1
3650333,12,289,2,3,5,1
3650333,12,262,3,3,4,1
3650333,12,357,4,3,3,1
3650341,12,17,1,2,6,1
3650341,12,289,2,2,5,1
